"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"41613","occ","","","3257","Abdounia lapierrei","species","34638","species not entered","Abdounia","genus","34638","Early Eocene","Middle Eocene","55.8","37.2","149","-1.166667","51.083332","UK","England","Hampshire","based on political unit","minutes","small collection","at Dummer's Copse between Allington Lane and Quob Lane"
"41614","occ","","","3257","Scoliodon sp.","genus","100438","","Scoliodon","genus","100438","Early Eocene","Middle Eocene","55.8","37.2","149","-1.166667","51.083332","UK","England","Hampshire","based on political unit","minutes","small collection","at Dummer's Copse between Allington Lane and Quob Lane"
"45307","occ","","","3590","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","215","31.250000","30.049999","EG","Nile Valley","","based on political unit","minutes","local area","based on composite section Sibaiya-Boussaliya area"
"45308","occ","","","3590","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Late Campanian","","83.5","70.6","215","31.250000","30.049999","EG","Nile Valley","","based on political unit","minutes","local area","based on composite section Sibaiya-Boussaliya area"
"45309","occ","","","3590","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","215","31.250000","30.049999","EG","Nile Valley","","based on political unit","minutes","local area","based on composite section Sibaiya-Boussaliya area"
"45875","occ","","","3641","Odontaspidae indet.","family","117650","obsolete variant of","Odontaspididae","family","63010","Campanian","Early Maastrichtian","83.6","66","222","-176.000000","-44.333332","NZ","Chatham Islands","","","minutes","small collection","Pitt Island"
"68130","occ","","","4868","Carcharias macrota","species","285237","recombined as","Striatolamia macrota","species","66716","Lutetian","","47.8","41.3","289","-81.760559","33.143333","US","Georgia","Burke","based on nearby landmark","seconds","small collection","south of water intake station, Vogtle Electric Generating Plant"
"68131","occ","","","4868","Carcharhinus cf. macloti","species","83192","","Carcharhinus macloti","species","83191","Lutetian","","47.8","41.3","289","-81.760559","33.143333","US","Georgia","Burke","based on nearby landmark","seconds","small collection","south of water intake station, Vogtle Electric Generating Plant"
"68132","occ","","","4868","Triaenodon sp.","genus","83202","","Triaenodon","genus","83202","Lutetian","","47.8","41.3","289","-81.760559","33.143333","US","Georgia","Burke","based on nearby landmark","seconds","small collection","south of water intake station, Vogtle Electric Generating Plant"
"68133","occ","","","4868","Myliobatidae indet.","family","80577","","Myliobatidae","family","80577","Lutetian","","47.8","41.3","289","-81.760559","33.143333","US","Georgia","Burke","based on nearby landmark","seconds","small collection","south of water intake station, Vogtle Electric Generating Plant"
"75053","occ","","","5553","Isurus sp. ?","genus","34613","","Isurus","genus","34613","Middle Eocene","Lutetian","48.6","41.3","332","-123.597221","47.327778","US","Washington","Grays Harbor","based on political unit","seconds","outcrop","At elevation of 1960 ft., pebbly sandstone along east side of hill, 600 m south and 870 m west of NW corner of section 12, T 21 N, R 7 W; coordinate based on TRS conversion."
"76212","occ","","","5607","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Early Campanian","","83.5","70.6","338","-107.925835","38.901669","US","Colorado","Delta","based on political unit","seconds","small collection","just east of Cedaredge"
"76213","occ","","","5607","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Early Campanian","","83.5","70.6","338","-107.925835","38.901669","US","Colorado","Delta","based on political unit","seconds","small collection","just east of Cedaredge"
"97404","occ","","","7437","cf. Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Bartonian","","41.3","38","466","-96.692780","30.531111","US","Texas","Burleson","based on political unit","seconds","outcrop",""
"97601","occ","","","7439","cf. Odontaspis sp.","genus","34620","","Odontaspis","genus","34620","Bartonian","","41.3","38","466","-96.692780","30.531111","US","Texas","Burleson","based on political unit","seconds","outcrop",""
"110053","occ","","","8325","Onchus sp.","genus","34866","","Onchus","genus","34866","Ludfordian","","425.6","423","570","-2.633333","52.483334","UK","England","","","minutes","small collection","Overton quarry (National Grid SO 509 742)."
"144271","occ","","","12578","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Early Cenomanian","","99.6","93.5","4244","9.000000","52.000000","DE","","","","degrees","outcrop","the location is in the Sack Trough in the northeast of Alfeld, East Westphalia"
"144278","occ","","","12579","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Early Cenomanian","","99.6","93.5","4244","9.000000","52.000000","DE","","","","degrees","outcrop","the location is in the Sack Trough in the northeast of Alfeld, East Westphalia"
"144284","occ","","","12580","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Early Cenomanian","","99.6","93.5","4244","9.000000","52.000000","DE","","","","degrees","outcrop","the location is in the Sack Trough in the northeast of Alfeld, East Westphalia"
"144289","occ","","","12581","Cretolamna sp.","genus","34608","","Cretolamna","genus","34608","Early Cenomanian","","99.6","93.5","4244","9.000000","52.000000","DE","","","","degrees","outcrop","the location is in the Sack Trough in the northeast of Alfeld, East Westphalia"
"149299","occ","","","13142","Myledaphus bipartitus","species","63022","","Myledaphus bipartitus","species","63022","Maastrichtian","","72.1","66","4381","-106.099998","47.799999","US","Montana","McCone County","based on nearby landmark","1","outcrop","NW 1/4 and SW 1/4, Sec. 9, T 22 N, R 43 E. Near Fort Peck Reservoir"
"150329","occ","","","13346","Carcharocles sp.","genus","34603","","Carcharocles","genus","34603","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150330","occ","","","13346","Odontaspis speyeri","species","34620","species not entered","Odontaspis","genus","34620","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150331","occ","","","13346","Striatolamia macrota","species","66716","","Striatolamia macrota","species","66716","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150332","occ","","","13346","Eugomphodus hopei","species","183109","subjective synonym of, species not entered","Carcharias","genus","64190","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150335","occ","","","13346","Lamna lerichei","species","34615","species not entered","Lamna","genus","34615","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150336","occ","","","13346","Abdounia enniskilleni","species","34638","species not entered","Abdounia","genus","34638","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150337","occ","","","13346","Galeorhinus recticonus","species","125034","","Galeorhinus recticonus","species","125033","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150338","occ","","","13346","Physodon sp.","genus","65806","","Physodon","genus","65806","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150339","occ","","","13346","Nebrius sp.","genus","34587","","Nebrius","genus","34587","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150342","occ","","","13346","Pristis lathami","species","100810","","Pristis lathami","species","100810","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
"150343","occ","","","13346","Burnhamia sp.","genus","34727","","Burnhamia","genus","34727","Bridgerian","","50.3","46.2","688","-86.519997","31.366667","US","Alabama","Covington","based on nearby landmark","minutes","outcrop","River Falls Quadrangle Topographic Sheet, 7.5 minute series, Covington County, Alabama, approximately NW 1/4, SW 1/4, Sec. 35, T5N, R15E, about 123-182 m south of the McWilliams Power Plant at the Dam, 1.6 km west of the town of Andalusia."
